Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
756,Tb927.9.1600,0.017294689,-2.076795,"hypothetical protein, conserved",1592,8.090822163
753,Tb927.3.5340,0.019029071,-2.100013,"Hsc70-interacting protein (Hip), putative",811,8.409899325
751,Tb927.11.14210,0.019029071,-2.109796,conserved protein,1428,7.074523888
750,Tb927.7.3830,0.019029071,-2.11479,"kinesin K39, putative",4082.5,10.18892848
748,Tb927.6.1770,0.019029071,-2.119436,"kinesin, putative",800,8.499398373
747,Tb927.1.4180,0.019029071,-2.120111,"leucine-rich repeat protein (LRRP), putative",1805,7.125286033
746,Tb927.7.800,0.019029071,-2.121512,mitochondrial RNA binding complex 1 subunit,4720,7.586339709
744,Tb927.6.2710,0.019029071,-2.137574,"hypothetical protein, conserved",3175,7.604614799
743,Tb927.7.3820,0.019029071,-2.13831,"hypothetical protein, conserved",2345,7.414488672
742,Tb927.10.14950,0.019029071,-2.140408,Zinc finger CCCH domain-containing protein 40,1353,9.73105665
741,Tb927.11.1750,0.019029071,-2.141933,"hypothetical protein, conserved",3071,8.647412313
739,Tb927.1.2750,0.019029071,-2.150442,"hypothetical protein, conserved",634,7.963971891
736,Tb927.9.4210,0.019029071,-2.152747,fatty acyl CoA synthetase 3,242.5,8.948642768
735,Tb927.3.2150,0.019029071,-2.152805,"protein phosphatase 2C, putative",4127,7.035869814
734,Tb05.5K5.110,0.019029071,-2.153272,"major vault protein, putative",617.5,11.47110093
732,Tb927.3.1210,0.019029071,-2.155569,protein transport protein Sec24,1923,9.037983949
730,Tb927.10.3970,0.019029071,-2.162083,"hypothetical protein, conserved",3178,5.766048303
729,Tb927.4.870,0.019029071,-2.162463,"dynein heavy chain, putative",602,9.096979495
727,Tb927.6.2360,0.019029071,-2.171178,"adenosine kinase, putative",380,8.559487682
726,Tb927.4.4320,0.019029071,-2.175606,"divalent cation tolerance protein, putative",3386,7.726710912
724,Tb927.7.5290,0.019029071,-2.178614,"hypothetical protein, conserved",3105,7.256308749
722,Tb927.6.950,0.019101677,-2.182328,"cysteinyl-tRNA synthetase, putative",674,8.267851981
720,Tb927.8.6360,0.019101677,-2.194599,"SPRY domain containing protein, putative",3584,8.452399846
719,Tb927.4.840,0.019101677,-2.203046,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative",4160,6.967374785
718,Tb927.9.7540,0.019101677,-2.206554,"cysteine peptidase, Clan CA, family C2, putative",2107,7.94116346
717,Tb927.2.5030,0.019101677,-2.208886,"transcription elongation factor SPT5, putative",2179,7.223547856
716,Tb927.7.660,0.019101677,-2.210328,"Cupin-like domain containing protein, putative",3637,5.821716545
712,Tb927.4.3810,0.019101677,-2.23775,"DNA-directed RNA polymerase II subunit 2, putative",1078,8.750431249
709,Tb927.7.1220,0.019101677,-2.250081,"hypothetical protein, conserved",3644,8.164501561
707,Tb927.2.1330,0.019101677,-2.256063,"retrotransposon hot spot protein 6 (RHS6), degenerate",2207,8.476672252
706,Tb927.7.5500,0.019101677,-2.256626,"hypothetical protein, conserved",7075,7.906631296
705,Tb927.5.950,0.019101677,-2.25793,"monothiol glutaredoxin, putative",1439,8.237895455
704,Tb927.11.11860,0.019101677,-2.25847,"leucine-rich repeat protein (LRRP), putative",2882,7.788154225
703,Tb927.11.10780,0.019101677,-2.264149,"Voltage-dependent anion channel, putative",1966,8.855797693
701,Tb927.8.4940,0.019101677,-2.274437,"hypothetical protein, conserved",3711,6.002036402
697,Tb927.3.3790,0.019101677,-2.284176,"hypothetical protein, conserved",511,7.648623436
696,Tb927.8.3470,0.019101677,-2.285888,"Vesicle transport v-SNARE protein N-terminus, putative",1863,5.728605356
695,Tb927.6.2460,0.019101677,-2.289722,"ubiquitin fusion degradation protein 2, putative",1690,8.804800257
694,Tb11.v5.0849,0.019101677,-2.295174,"kinesin motor domain containing protein, putative",7125,6.825549442
693,Tb927.10.9830,0.019101677,-2.311185,"Mitochondrial ATP synthase subunit, putative",2005,7.340761292
691,Tb927.5.3600,0.019101677,-2.315004,"ATP-dependent DEAD/H RNA helicase, putative",2868,7.43841576
690,Tb927.5.390,0.019101677,-2.316655,"75 kDa invariant surface glycoprotein, putative",1499.5,7.586722298
688,Tb927.9.13470,0.019101677,-2.330594,"hypothetical protein, conserved",4134,7.044461361
686,Tb927.1.720,0.019101677,-2.338982,phosphoglycerate kinase,1963,7.607562243
684,Tb927.7.5310,0.019101677,-2.341266,"YEATS family, putative",4055,7.040404529
683,Tb927.1.2570,0.019101677,-2.348993,coatomer beta subunit,672,9.083430948
681,Tb927.7.6480,0.019101677,-2.352098,"hypothetical protein, conserved",5428,7.138239523
680,Tb927.8.8020,0.019101677,-2.360109,"monoglyceride lipase, putative",2954,5.957204888
679,Tb927.4.2070,0.019101677,-2.36379,"antigenic protein, putative",182.5,8.640620548
678,Tb927.6.4250,0.019101677,-2.365542,"hypothetical protein, conserved",2602,7.619176841
677,Tb927.8.6210,0.019101677,-2.370422,"phosphatidylinositol 3-kinase, putative",4318,8.269956352
675,Tb927.4.4790,0.019101677,-2.373516,"hypothetical protein, conserved",5274,5.706342198
672,Tb927.7.7320,0.019101677,-2.384615,"hypothetical protein, conserved",2561,7.586902223
669,Tb11.v5.0895,0.019101677,-2.398731,"hypothetical protein, conserved",3615.5,7.29710365
668,Tb927.10.7110,0.019101677,-2.409209,Myo-inositol 1-phosphate synthase,1459,7.12681301
667,Tb927.8.5940,0.019101677,-2.413152,"hypothetical protein, conserved",2848,7.479416937
665,Tb927.10.6350,0.019101677,-2.414561,trypanin,1827.5,7.788592556
664,Tb927.9.9630,0.019101677,-2.415646,"TPR repeat/Tetratricopeptide repeat, putative",1473,7.822279255
661,Tb927.8.7970,0.019101677,-2.426901,hypothetical protein,1244,8.146345129
659,Tb927.10.6820,0.019101677,-2.430226,"hypothetical protein, conserved",3349,7.484342555
658,Tb927.11.710,0.019101677,-2.430673,"SCAMP family, putative",3298.5,5.904141876
656,Tb927.3.3820,0.019101677,-2.439426,"hypothetical protein, conserved",1774,7.488522515
649,Tb927.11.8790,0.019101677,-2.445941,"target SNARE, putative",2298,5.964820409
646,Tb927.9.8570,0.019101677,-2.461646,"COPI associated protein, putative",6477,5.710278185
645,Tb927.11.10650,0.019101677,-2.469361,Adaptor protein complex AP-3 subunit beta-3,3690,7.113809703
643,Tb927.5.2400,0.019101677,-2.472655,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative",3891,7.506369717
639,Tb927.3.4790,0.019101677,-2.484217,"Aminopeptidase M1, putative",729.5,9.139784664
637,Tb927.9.8160,0.019101677,-2.49447,"chaperone protein DnaJ, putative",2951,6.271818382
634,Tb927.6.5030,0.019101677,-2.508312,Component of motile flagella protein 46,1722,7.130880314
633,Tb927.6.4590,0.019101677,-2.509753,"glutamyl-tRNA synthetase, putative",592.5,8.134591435
632,Tb927.11.3220,0.019101677,-2.518954,metacaspase,1134,8.204391332
630,Tb927.5.1390,0.019101677,-2.52938,64 kDa invariant surface glycoprotein,4213,6.349005401
629,Tb11.1790.1-p1,0.019101677,-2.533183,"retrotransposon hot spot protein (RHS, pseudogene), putative",7125,8.900640184
625,Tb927.3.4060,0.019101677,-2.543255,asparagine synthetase domain-containing protein 1,5176,7.484185911
622,Tb10.v4.0052,0.019101677,-2.550485,microtubule-associated protein 2,62,9.362029849
620,Tb927.10.2910,0.019101677,-2.553804,splicing factor PTSR1 interacting protein,3194,7.736603639
619,Tb11.v5.1026,0.019101677,-2.566658,"procyclin-associated gene 2-like protein, putative",6718,6.367616792
618,Tb927.8.1940,0.019101677,-2.572034,"endosomal integral membrane protein, putative",2271,7.156064312
616,Tb927.8.6330,0.019101677,-2.581648,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative",1866,7.775879751
609,Tb927.9.8250,0.019101677,-2.619378,"atypical dual specificity phosphatase, putative",5962,7.098505283
608,Tb11.1810b.1-p1,0.019101677,-2.620616,"retrotransposon hot spot protein (RHS, pseudogene), putative",7125,7.681910259
606,Tb927.2.2720,0.019101677,-2.625138,"STE/STE7 protein kinase, putative",4984,6.035069344
605,Tb927.10.5680,0.019101677,-2.627792,"procyclin-associated gene 1 (PAG1) protein, putative",3854,6.222456337
603,Tb927.7.3170,0.019101677,-2.632156,"Beta-lactamase superfamily domain containing protein, putative",2826,7.088384186
602,Tb927.5.1910,0.019101677,-2.637971,"hypothetical protein, conserved",5236,7.620573254
600,Tb927.8.2820,0.019101677,-2.642337,"hypothetical protein, conserved",1238,7.883735231
599,Tb927.11.14100,0.019101677,-2.645494,Double RNA-binding domain containing protein 4,744,9.496652939
595,Tb927.4.2890,0.019101677,-2.658708,"hypothetical protein, conserved",3696,7.892895638
594,Tb927.3.2170,0.019101677,-2.662443,"translation elongation factor EF-2, putative",3486,7.663361648
591,Tb927.4.5200,0.019101677,-2.666239,Nucleoporin NUP62,2168,7.516680775
590,Tb927.10.1690,0.019101677,-2.676955,"cytosolic Fe-S cluster assembly factor NBP35, putative",4092,7.536722534
589,Tb927.9.5520,0.019101677,-2.678111,"ubiquitin carboxyl-terminal hydrolase, putative",1417,7.73645228
587,Tb927.10.510,0.019101677,-2.680909,Present in the outer mitochondrial membrane proteome 19,2287.5,7.63877869
586,Tb927.10.2520,0.019101677,-2.688183,PrimPol-like protein 2,3979,7.065355601
585,Tb927.11.13300,0.019101677,-2.692175,"Intraflagellar transport protein 25 homolog, putative",1986,7.746166964
584,Tb11.v5.0831,0.019101677,-2.692534,"kinesin motor domain containing protein, putative",6029.5,7.562388042
582,Tb927.10.13880,0.019101677,-2.697025,"hypothetical protein, conserved",3416,7.459588479
581,Tb927.9.7760,0.019101677,-2.700695,"DENN (AEX-3) domain containing protein, putative",3581,8.116308815
576,Tb927.5.1780,0.019101677,-2.721575,"hypothetical protein, conserved",3971,6.514946005
575,Tb927.10.13990,0.019101677,-2.722954,"Pentatricopeptide repeat protein (PPR), putative",5508,8.56807259
574,Tb927.7.4710,0.019101677,-2.725615,Mitochondrial ribosomal protein L46,4728,7.335237187
573,Tb927.10.2040,0.019101677,-2.72832,"STE group serine/threonine-protein kinase, putative",2620,7.400555257
571,Tb927.10.10390,0.019101677,-2.74112,trypanothione reductase,459,7.297169381
565,Tb927.3.1670,0.019101677,-2.760196,"hypothetical protein, conserved",1310,6.250102705
563,Tb927.10.9000,0.019101677,-2.768764,"hypothetical protein, conserved",4552,6.751917755
561,Tb927.11.890,0.019101677,-2.777242,"hypothetical protein, conserved",7125,6.598254145
559,Tb927.10.3340,0.019101677,-2.817852,"CMGC/MAPK protein kinase, putative",3097.5,7.544415341
555,Tb927.8.8180,0.019101677,-2.832205,mitochondrial RNA binding complex 1 subunit,3156.5,7.564808045
554,Tb927.7.6340,0.019101677,-2.834419,"hypothetical protein, conserved",1829,7.45866806
553,Tb927.8.7980,0.019101677,-2.835601,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative",547.5,8.854372851
552,Tb927.7.1790,0.019101677,-2.839741,"Adenine phosphoribosyltransferase, putative",1994,7.39707055
551,Tb11.v5.0553,0.019101677,-2.840065,"ubiquitin hydrolase, putative",4685,7.771028638
550,Tb927.11.7210,0.019101677,-2.840749,"eukaryotic translation initiation factor 2-alpha kinase 1, putative",3704.5,7.55448916
549,Tb927.9.6510,0.019101677,-2.840884,"Mitochondrial SSU ribosomal protein, putative",5809,8.137607271
548,Tb927.3.4390,0.019101677,-2.841712,dihydrolipoamide dehydrogenase,2961,8.428296814
547,Tb927.10.810,0.019101677,-2.849653,"Pentatricopeptide repeat protein (PPR), putative",2654,7.641047539
546,Tb927.4.3410,0.019101677,-2.852082,"selenoprotein, putative",4365,7.204608289
544,Tb927.4.4090,0.019101677,-2.858369,"hypothetical protein, conserved",4805,7.47801787
543,Tb927.6.640,0.019101677,-2.863886,ApaH-like phosphatase ALPH1,1213,8.76990879
542,Tb927.10.5690,0.019101677,-2.86706,"procyclin-associated gene 2 (PAG2) protein, putative",4474,6.671709591
541,Tb927.11.6280,0.019101677,-2.867459,pyruvate phosphate dikinase,1497,7.674741762
540,Tb927.11.10570,0.019101677,-2.868731,"LSU ribosomal protein, mitochondrial, putative",4951,7.116972823
539,Tb927.11.5490,0.019101677,-2.869564,"Polyphosphoinositide phosphatase, putative",6681,7.873012358
538,Tb927.11.3300,0.019101677,-2.871926,Spindle assembly abnormal 4,1369,8.551864576
537,Tb927.8.4190,0.019101677,-2.876684,"hypothetical protein, conserved",2910,6.935809454
536,Tb927.7.930,0.019101677,-2.877438,zinc finger CCCH domain containing protein 17,2639,7.315718508
523,Tb927.7.2790,0.019101677,-2.950793,Component of motile flagella 10,1629,7.190835748
522,Tb927.11.3770,0.019101677,-2.951903,"Dpy-30 motif containing protein, putative",1022,7.284836638
518,Tb927.10.9040,0.019101677,-2.972925,"hypothetical protein, conserved",5800,6.432760908
517,Tb927.9.2470,0.019101677,-2.974388,nucleolar protein,133,8.124439011
516,Tb927.10.8720,0.019101677,-2.975386,"CCR4-NOT transcription complex subunit 10, putative",1331,8.643965631
515,Tb927.2.3340,0.019101677,-2.977357,hypothetical protein,2924,6.337858429
514,Tb927.11.6170,0.019101677,-2.978804,"protein transport protein SEC31, putative",805,8.432151214
512,Tb927.8.1950,0.019101677,-2.989661,"hypothetical protein, conserved",2291,9.098539898
511,Tb927.8.4560,0.019101677,-2.990573,"hypothetical protein, conserved",5019,7.532499586
508,Tb927.11.7080,0.019692047,-3.022394,acidocalcisomal pyrophosphatase,589,7.891582056
507,Tb927.9.5320,0.019692047,-3.023124,"nucleolar RNA binding protein, putative",498,10.26613758
504,Tb927.6.4390,0.019692047,-3.039601,"kinesin, putative",903,9.55031398
503,Tb927.3.3830,0.019692047,-3.041133,"hypothetical protein, conserved",1209,8.067405658
501,Tb927.6.4090,0.020793186,-3.052844,"chaperonin HSP60, mitochondrial precursor, putative",1611,8.846689601
497,Tb927.2.3990,0.024159366,-3.105057,"GRIP-related Arf-binding domain containing protein, putative",2433,9.552351808
494,Tb927.4.4280,0.024159366,-3.12139,"hypothetical protein, conserved",938,8.009365898
492,Tb927.11.10600,0.024159366,-3.122828,"hypothetical protein, conserved",7033,7.573161809
490,Tb927.6.2840,0.025529758,-3.139308,"Serine/threonine-protein kinase RIO2, putative",4253,9.75025376
487,Tb927.11.2470,0.02705237,-3.170348,"metallo-peptidase, Clan MF, Family M17",560,8.355259906
484,Tb927.8.1680,0.028320668,-3.191901,kinetoplastid kinetochore protein 12,5454,7.755608102
482,Tb927.11.4800,0.029588031,-3.220754,"clathrin coat assembly protein, putative",1482,9.056371179
481,Tb927.11.9270,0.029588031,-3.229176,differentiation inhibitory kinase,3468,7.018117721
479,Tb927.3.1290,0.029588031,-3.251769,"cullin 4B, putative",2423,7.639994197
478,Tb927.10.6190,0.029588031,-3.25694,"aldehyde dehydrogenase, putative",6446,7.850407277
476,Tb927.11.16850,0.029588031,-3.268785,"Golgi transport complex subunit 5, putative",5362,7.491207562
474,Tb927.9.15470,0.029588031,-3.269539,"kinesin, putative",1890.5,8.056447458
473,Tb927.3.2860,0.029588031,-3.271706,"hypothetical protein, conserved",4672,7.765958981
471,Tb927.10.8560,0.029588031,-3.27501,"small GTPase, putative",4262,7.542850314
470,Tb927.11.5290,0.029588031,-3.277147,mitochondrial carrier protein,2133,7.631169712
469,Tb927.9.3400,0.030952369,-3.292015,"endo-beta-N-acetylglucosaminidase, putative",1587,8.311626732
467,Tb927.9.12720,0.034591317,-3.326957,Ribonuclease D,5926,7.459151146
466,Tb927.7.2470,0.035292631,-3.338555,"GTPase activating protein, putative",4792,7.702921425
462,Tb927.3.5450,0.038935031,-3.382285,Basal body protein,3046,7.966629746
458,Tb927.11.9510,0.039110827,-3.428867,"nucleic acid binding protein, putative",3542,7.243534102
456,Tb927.8.6850,0.039110827,-3.445413,"Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative",3833,7.13020507
453,Tb927.1.3910,0.039110827,-3.46048,Anaphase-promoting complex subunit CDC23,3478,8.494613701
452,Tb927.11.13180,0.039110827,-3.463292,Present in the outer mitochondrial membrane proteome 10,930,7.52170021
448,Tb927.1.600,0.039110827,-3.47403,"phosphate-repressible phosphate permease, putative",7125,7.586238379
443,Tb927.9.7110,0.043202682,-3.555384,"GRAM domain containing protein, putative",460,10.63123063
442,Tb927.1.4760,0.043202682,-3.571108,"Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative",2837,8.615129059
439,Tb927.6.4610,0.043202682,-3.595882,"Ankyrin repeats (3 copies), putative",1199,7.922107563
436,Tb927.5.2620,0.043202682,-3.62515,"hypothetical protein, conserved",1643,8.471848894
432,Tb927.6.3600,0.043202682,-3.636723,"LSU ribosomal protein, mitochondrial, putative",6249,6.986346186
430,Tb927.9.9450,0.043202682,-3.655499,"zinc finger protein family member, putative",1343,8.799450832
429,Tb927.11.2750,0.043202682,-3.657238,Present in the outer mitochondrial membrane proteome 12,1390,8.565127331
426,Tb927.11.11430,0.043202682,-3.676752,"cullin 1, putative",2414,7.621902961
424,Tb927.11.11340,0.043202682,-3.696891,gamma-tubulin complex component 3,3308.5,7.356408327
423,Tb927.3.2710,0.043202682,-3.70266,6-phosphofructo-2-kinase 2,6956,7.019863714
422,Tb927.7.3010,0.043202682,-3.719769,"Nitrogen permease regulator 2, putative",6568,7.119123865
420,Tb927.1.1960,0.043202682,-3.743554,"chaperone protein DnaJ, putative",2998,7.50936384
418,Tb11.v5.0697,0.043202682,-3.772877,"Xaa-Pro aminopeptidase, putative",1614.5,6.717337583
417,Tb927.5.4080,0.043202682,-3.774248,"hypothetical protein, conserved",5102,7.353608521
415,Tb927.11.3240,0.043202682,-3.796873,"T-complex protein 1, zeta subunit, putative",281,9.962946748
408,Tb927.10.11180,0.043202682,-3.854556,"Ubiquitin-like modifier-activating enzyme ATG7, putative",3377,8.022799405
407,Tb927.11.5600,0.043202682,-3.869281,Archaic Translocase of outer membrane 14 kDa subunit,2277,7.579005742
405,Tb927.9.4370,0.043202682,-3.87932,"GTPase activating protein, putative",2591,7.767304317
403,Tb927.7.1920,0.043202682,-3.896551,"paraflagellar rod component, putative",862,7.871858869
401,Tb927.2.5870,0.043202682,-3.905949,"hypothetical protein, conserved",3768,8.61409535
399,Tb927.11.11220,0.043202682,-3.909132,"dynein heavy chain, putative",564,7.296006669
397,Tb927.11.11720,0.043202682,-3.918308,"FG-GAP repeat protein, putative",2643,7.282259483
395,Tb927.11.340,0.043202682,-3.921954,"hypothetical protein, conserved",6990,7.181071458
394,Tb927.8.1210,0.043202682,-3.923209,"hypothetical protein, conserved",1305,8.431283332
392,Tb927.10.1700,0.043202682,-3.94797,"hypothetical protein, conserved",7125,7.571079639
